Year,League,Statistic,Team,Value
1890,PL,Complete Games,Buffalo,125
1890,PL,ERA,Chicago,3.39
1890,PL,Fewest Hits Allowed,New York,1216
1890,PL,Fewest Home Runs Allowed,Brooklyn,26
1890,PL,Fewest Walks Allowed,Pittsburgh,334
1890,PL,Saves,Brooklyn,7
1890,PL,Shutouts,Pittsburgh,7
1890,PL,Strikeouts,Chicago,460
