Year,League,Statistic,Team,Value
1884,UA,Base on Balls,St. Louis,181
1884,UA,Batting Average,St. Louis,.292
1884,UA,Doubles,St. Louis,259
1884,UA,Hits,St. Louis,1251
1884,UA,Home Runs,St. Louis,32
1884,UA,On Base Percentage,St. Louis,.321
1884,UA,Runs,St. Louis,887
1884,UA,Slugging Average,St. Louis,.394
1884,UA,Triples,Cincinnati,63
