Year,League,Statistic,Player_Name,Team,Value
1890,PL,Complete Games,Mark Baldwin,Chicago,53.0
1890,PL,ERA,Silver King,Chicago,2.69
1890,PL,Games,Mark Baldwin,Chicago,58.0
1890,PL,Saves,George Hemming,Cleveland,3.0
1890,PL,Saves,George Hemming,Brooklyn,3.0
1890,PL,Saves,Hank O'Day,New York,3.0
1890,PL,Shutouts,Silver King,Chicago,4.0
1890,PL,Strikeouts,Mark Baldwin,Chicago,206.0
1890,PL,Winning Percentage,Bill Daley,Boston,0.72
1890,PL,Wins,Mark Baldwin,Chicago,33.0
