Year,League,Statistic,Team,Value
1890,PL,Base on Balls,Boston,652.0
1890,PL,Batting Average,Cleveland,0.285
1890,PL,Doubles,Boston,223.0
1890,PL,Hits,New York,1393.0
1890,PL,Home Runs,New York,66.0
1890,PL,On Base Percentage,Boston,0.376
1890,PL,Runs,New York,1018.0
1890,PL,Slugging Average,New York,0.405
1890,PL,Triples,Philadelphia,113.0
