Year,League,Statistic,Team,Value
1884,UA,Base on Balls,St. Louis,181.0
1884,UA,Batting Average,St. Louis,0.292
1884,UA,Doubles,St. Louis,259.0
1884,UA,Hits,St. Louis,1251.0
1884,UA,Home Runs,St. Louis,32.0
1884,UA,On Base Percentage,St. Louis,0.321
1884,UA,Runs,St. Louis,887.0
1884,UA,Slugging Average,St. Louis,0.394
1884,UA,Triples,Cincinnati,63.0
