Year,League,Statistic,Team,Value
1982,AL,Fewest Home Runs Allowed,Chicago,99
1982,AL,Fewest Walks Allowed,Chicago,460
1982,AL,Saves,Milwaukee,47
1982,AL,Shutouts,Toronto,13
1982,AL,Strikeouts,Seattle,1002
1983,AL,Complete Games,New York,47
1983,AL,ERA,Texas,3.31
1983,AL,Fewest Hits Allowed,Detroit,1318
1983,AL,Fewest Home Runs Allowed,Texas,97
1983,AL,Fewest Walks Allowed,Chicago,447
1983,AL,Saves,Kansas City,49
1983,AL,Shutouts,Baltimore,15
1983,AL,Strikeouts,Seattle,910
1984,AL,Complete Games,Baltimore,48
1984,AL,ERA,Detroit,3.49
1984,AL,Fewest Hits Allowed,Detroit,1358
1984,AL,Fewest Home Runs Allowed,New York,120
1984,AL,Fewest Walks Allowed,Kansas City,433
1984,AL,Saves,Detroit,51
1984,AL,Shutouts,Baltimore,13
1984,AL,Strikeouts,New York,992
1985,AL,Complete Games,Minnesota,41
1985,AL,ERA,Toronto,3.31
1985,AL,Fewest Hits Allowed,Toronto,1312
1985,AL,Fewest Home Runs Allowed,Kansas City,103
1985,AL,Fewest Walks Allowed,Minnesota,462
1985,AL,Saves,New York,49
1985,AL,Shutouts,Detroit,11
1985,AL,Strikeouts,Chicago,1023
1986,AL,Complete Games,Minnesota,39
1986,AL,ERA,Kansas City,3.82
1986,AL,Fewest Hits Allowed,Oakland,1334
1986,AL,Fewest Home Runs Allowed,Kansas City,121
1986,AL,Fewest Walks Allowed,Boston,474
1986,AL,Saves,New York,58
1986,AL,Shutouts,Kansas City,13
1986,AL,Strikeouts,Texas,1059
1987,AL,Complete Games,Boston,47
1987,AL,ERA,Toronto,3.74
1987,AL,Fewest Hits Allowed,Toronto,1323
1987,AL,Fewest Home Runs Allowed,Kansas City,128
1987,AL,Fewest Walks Allowed,Seattle,497
1987,AL,Saves,New York,47
1987,AL,Shutouts,Boston,13
1987,AL,Strikeouts,Texas,1103
1988,AL,Complete Games,Texas,41
1988,AL,ERA,Oakland,3.44
1988,AL,Fewest Hits Allowed,Texas,1310
1988,AL,Fewest Home Runs Allowed,Kansas City,102
1988,AL,Fewest Walks Allowed,Milwaukee,437
1988,AL,Saves,Oakland,64
1988,AL,Shutouts,Toronto,17
1988,AL,Strikeouts,Boston,1085
1989,AL,Complete Games,California,32
1989,AL,ERA,Oakland,3.09
1989,AL,Fewest Hits Allowed,Texas,1279
1989,AL,Fewest Home Runs Allowed,Kansas City,86
1989,AL,Fewest Walks Allowed,Cleveland,452
1989,AL,Saves,Oakland,57
1989,AL,Shutouts,California,20
1989,AL,Strikeouts,Texas,1112
1990,AL,Complete Games,Texas,25
1990,AL,ERA,Oakland,3.18
1990,AL,Fewest Hits Allowed,Oakland,1287
1990,AL,Fewest Home Runs Allowed,Boston,92
1990,AL,Fewest Walks Allowed,Toronto,445
1990,AL,Saves,Chicago,68
1990,AL,Shutouts,Oakland,16
1990,AL,Strikeouts,Seattle,1064
1991,AL,Complete Games,Chicago,28
1991,AL,ERA,Toronto,3.50
1991,AL,Fewest Hits Allowed,Toronto,1301
1991,AL,Fewest Home Runs Allowed,Kansas City,105
1991,AL,Fewest Walks Allowed,Cleveland,441
1991,AL,Saves,Toronto,60
1991,AL,Shutouts,Toronto,16
1991,AL,Strikeouts,Texas,1022
1992,AL,Complete Games,California,26
1992,AL,ERA,Milwaukee,3.43
1992,AL,Fewest Hits Allowed,Milwaukee,1344
1992,AL,Fewest Home Runs Allowed,Kansas City,106
1992,AL,Fewest Walks Allowed,Milwaukee,435
1992,AL,Saves,Oakland,58
1992,AL,Shutouts,Baltimore,16
1992,AL,Strikeouts,Texas,1034
1993,AL,Complete Games,California,26
1993,AL,ERA,Chicago,3.70
1993,AL,Fewest Home Runs Allowed,Kansas City,105
1993,AL,Fewest Walks Allowed,Minnesota,514
1993,AL,Saves,Toronto,50
1993,AL,Shutouts,New York,13
1993,AL,Strikeouts,Seattle,1083
1994,AL,Complete Games,Cleveland,17
1994,AL,ERA,Chicago,3.96
1994,AL,Fewest Hits Allowed,Chicago,964
1994,AL,Fewest Home Runs Allowed,Cleveland,94
1994,AL,Fewest Walks Allowed,Baltimore,351
1994,AL,Saves,Kansas City,38
1994,AL,Shutouts,Chicago,9
1994,AL,Strikeouts,Toronto,832
1995,AL,Complete Games,Baltimore,19
1995,AL,ERA,Cleveland,3.83
1995,AL,Fewest Hits Allowed,Baltimore,1165
1995,AL,Fewest Home Runs Allowed,Boston,127
1995,AL,Fewest Walks Allowed,Cleveland,445
1995,AL,Saves,Cleveland,50
1995,AL,Shutouts,Baltimore,10
1995,AL,Strikeouts,Seattle,1068
1996,AL,Complete Games,Texas,19
1996,AL,ERA,Cleveland,4.34
1996,AL,Fewest Hits Allowed,New York,1469
1996,AL,Fewest Home Runs Allowed,New York,143
1996,AL,Fewest Walks Allowed,Kansas City,460
1996,AL,Saves,New York,52
1996,AL,Shutouts,Cleveland,9
1996,AL,Strikeouts,Boston,1165
1997,AL,Complete Games,Toronto,19
1997,AL,ERA,New York,3.84
1997,AL,Fewest Hits Allowed,Baltimore,1404
1997,AL,Fewest Home Runs Allowed,New York,144
1997,AL,Fewest Walks Allowed,Minnesota,495
1997,AL,Saves,Baltimore,59
1997,AL,Shutouts,Toronto,16
1997,AL,Strikeouts,Seattle,1207
1998,AL,Complete Games,New York,22
1998,AL,ERA,New York,3.82
1998,AL,Fewest Hits Allowed,New York,1357
1998,AL,Fewest Home Runs Allowed,New York,156
1998,AL,Fewest Walks Allowed,Minnesota,458
1998,AL,Saves,Boston,53
1998,AL,Shutouts,New York,16
1998,AL,Strikeouts,Seattle,1156
1999,AL,Complete Games,Baltimore,17
1999,AL,ERA,Boston,4.00
1999,AL,Fewest Hits Allowed,Boston,1396
1999,AL,Fewest Home Runs Allowed,New York,158
1999,AL,Fewest Walks Allowed,Boston,469
1999,AL,Saves,Boston,50
1999,AL,Shutouts,Baltimore,4
1999,AL,Strikeouts,Boston,1131
2000,AL,Complete Games,Toronto,15
2000,AL,ERA,Boston,4.24
2000,AL,Fewest Hits Allowed,Boston,1433
2000,AL,Fewest Home Runs Allowed,Oakland,158
2000,AL,Fewest Walks Allowed,Detroit,496
2000,AL,Saves,Anaheim,46
2000,AL,Shutouts,Boston,12
2000,AL,Strikeouts,Cleveland,1213
2001,AL,Complete Games,Detroit,16
2001,AL,ERA,Seattle,3.54
2001,AL,Fewest Hits Allowed,Seattle,1293
2001,AL,Fewest Home Runs Allowed,Boston,146
2001,AL,Fewest Walks Allowed,Oakland,440
2001,AL,Saves,New York,57
2001,AL,Shutouts,Seattle,14
2001,AL,Strikeouts,New York,1266
