Year,League,Statistic,Team,Value
1953,NL,Strikeouts,Brooklyn,817
1954,NL,Complete Games,Philadelphia,78
1954,NL,ERA,New York,3.10
1954,NL,Fewest Hits Allowed,New York,1258
1954,NL,Fewest Home Runs Allowed,Milwaukee,106
1954,NL,Fewest Walks Allowed,Philadelphia,450
1954,NL,Saves,Brooklyn,36
1954,NL,Shutouts,New York,19
1954,NL,Strikeouts,Brooklyn,762
1955,NL,Complete Games,Milwaukee,61
1955,NL,ERA,Brooklyn,3.68
1955,NL,Fewest Hits Allowed,Philadelphia,1291
1955,NL,Fewest Home Runs Allowed,Milwaukee,138
1955,NL,Fewest Walks Allowed,Cincinnati,443
1955,NL,Saves,Brooklyn,37
1955,NL,Shutouts,Cincinnati,12
1955,NL,Strikeouts,Brooklyn,773
1956,NL,Complete Games,Milwaukee,64
1956,NL,ERA,Milwaukee,3.12
1956,NL,Fewest Hits Allowed,Brooklyn,1251
1956,NL,Fewest Home Runs Allowed,Milwaukee,133
1956,NL,Fewest Walks Allowed,Philadelphia,437
1956,NL,Saves,Brooklyn,30
1956,NL,Shutouts,Brooklyn,12
1956,NL,Strikeouts,Brooklyn,772
1957,NL,Complete Games,Milwaukee,60
1957,NL,ERA,Brooklyn,3.35
1957,NL,Fewest Hits Allowed,Brooklyn,1285
1957,NL,Fewest Home Runs Allowed,Milwaukee,124
1957,NL,Fewest Walks Allowed,Philadelphia,412
1957,NL,Saves,Brooklyn,29
1957,NL,Shutouts,Brooklyn,18
1957,NL,Strikeouts,Brooklyn,891
1958,NL,Complete Games,Milwaukee,72
1958,NL,ERA,Milwaukee,3.22
1958,NL,Fewest Hits Allowed,Milwaukee,1261
1958,NL,Fewest Home Runs Allowed,Pittsburgh,123
1958,NL,Fewest Walks Allowed,Cincinnati,419
1958,NL,Saves,Pittsburgh,41
1958,NL,Shutouts,Milwaukee,16
1958,NL,Strikeouts,Los Angeles,855
1959,NL,Complete Games,Milwaukee,69
1959,NL,ERA,San Francisco,3.47
1959,NL,Fewest Hits Allowed,San Francisco,1279
1959,NL,Fewest Home Runs Allowed,Milwaukee,128
1959,NL,Fewest Walks Allowed,Pittsburgh,418
1959,NL,Saves,Cincinnati,26
1959,NL,Shutouts,Milwaukee,18
1959,NL,Strikeouts,Los Angeles,1077
1960,NL,Complete Games,Milwaukee,55
1960,NL,ERA,Los Angeles,3.40
1960,NL,Fewest Hits Allowed,Los Angeles,1218
1960,NL,Fewest Home Runs Allowed,Pittsburgh,105
1960,NL,Fewest Walks Allowed,Pittsburgh,386
1960,NL,Saves,Cincinnati,35
1960,NL,Shutouts,San Francisco,16
1960,NL,Strikeouts,Los Angeles,1122
1961,NL,Complete Games,Milwaukee,57
1961,NL,ERA,St. Louis,3.74
1961,NL,Fewest Hits Allowed,Cincinnati,1300
1961,NL,Fewest Home Runs Allowed,Pittsburgh,121
1961,NL,Fewest Walks Allowed,Pittsburgh,400
1961,NL,Saves,Cincinnati,40
1961,NL,Shutouts,Cincinnati,12
1961,NL,Strikeouts,Los Angeles,1105
1962,NL,Complete Games,San Francisco Giants,62
1962,NL,ERA,Pittsburgh Pirates,3.38
1962,NL,Fewest Hits Allowed,Los Angeles Dodgers,1386
1962,NL,Fewest Home Runs Allowed,Houston Colt .45s,113
1962,NL,Fewest Walks Allowed,Milwaukee Braves,407
1962,NL,Saves,Los Angeles Dodgers,46
1962,NL,Shutouts,St. Louis Cardinals,17
1962,NL,Strikeouts,Los Angeles Dodgers,1104
1963,NL,Complete Games,Milwaukee,56
1963,NL,ERA,Los Angeles,2.86
1963,NL,Fewest Hits Allowed,Philadelphia,1262
1963,NL,Fewest Home Runs Allowed,Houston,95
1963,NL,Fewest Walks Allowed,Houston,378
1963,NL,Saves,Cincinnati,36
1963,NL,Shutouts,Los Angeles,24
1963,NL,Strikeouts,Los Angeles,1095
1964,NL,Complete Games,Chicago,58
1964,NL,ERA,Los Angeles,2.96
1964,NL,Fewest Hits Allowed,Los Angeles,1289
1964,NL,Fewest Home Runs Allowed,Los Angeles,88
1964,NL,Fewest Walks Allowed,Houston,353
1964,NL,Saves,Philadelphia,41
1964,NL,Shutouts,Los Angeles,19
1964,NL,Strikeouts,Cincinnati,1122
1965,NL,Complete Games,Los Angeles,58
1965,NL,ERA,Los Angeles,2.81
1965,NL,Fewest Hits Allowed,Los Angeles,1223
1965,NL,Fewest Home Runs Allowed,Pittsburgh,89
1965,NL,Fewest Walks Allowed,Houston,388
1965,NL,Saves,San Francisco,42
1965,NL,Shutouts,Los Angeles,23
1965,NL,Strikeouts,Cincinnati,1113
1966,NL,Complete Games,Los Angeles,52
1966,NL,ERA,Los Angeles,2.63
1966,NL,Fewest Hits Allowed,Los Angeles,1287
1966,NL,Fewest Home Runs Allowed,Los Angeles,84
1966,NL,Fewest Walks Allowed,Los Angeles,356
1966,NL,Saves,Pittsburgh,43
1966,NL,Shutouts,Los Angeles,20
1966,NL,Strikeouts,Los Angeles,1084
1967,NL,Complete Games,San Francisco,64
1967,NL,ERA,San Francisco,2.92
1967,NL,Fewest Hits Allowed,San Francisco,1283
1967,NL,Fewest Home Runs Allowed,Philadelphia,86
1967,NL,Fewest Walks Allowed,Los Angeles,393
1967,NL,Saves,St. Louis,45
1967,NL,Shutouts,Cincinnati,18
1967,NL,Strikeouts,Cincinnati,1065
1968,NL,Complete Games,San Francisco,77
1968,NL,ERA,St. Louis,2.49
1968,NL,Fewest Hits Allowed,New York,1250
1968,NL,Fewest Home Runs Allowed,Los Angeles,65
1968,NL,Fewest Walks Allowed,San Francisco,344
1968,NL,Saves,Cincinnati,38
1968,NL,Shutouts,St. Louis,30
1968,NL,Strikeouts,Houston,1021
1969,NL,Complete Games,San Francisco,71
1969,NL,ERA,St. Louis,2.94
1969,NL,Fewest Hits Allowed,New York,1217
1969,NL,Fewest Home Runs Allowed,Pittsburgh,96
1969,NL,Fewest Walks Allowed,Los Angeles,420
1969,NL,Saves,Cincinnati,44
1969,NL,Shutouts,New York,28
1969,NL,Strikeouts,Houston,1221
1970,NL,Complete Games,Chicago,59
1970,NL,ERA,New York,3.45
1970,NL,Fewest Hits Allowed,New York,1260
1970,NL,Fewest Home Runs Allowed,St. Louis,102
1970,NL,Fewest Walks Allowed,Chicago,475
1970,NL,Saves,Cincinnati,60
1970,NL,Shutouts,Los Angeles,17
1970,NL,Strikeouts,New York,1064
1971,NL,Complete Games,Chicago,75
1971,NL,ERA,New York,2.99
1971,NL,Fewest Hits Allowed,New York,1227
1971,NL,Fewest Home Runs Allowed,Houston,75
1971,NL,Fewest Walks Allowed,Los Angeles,399
1971,NL,Saves,Pittsburgh,48
1971,NL,Shutouts,Los Angeles,18
1971,NL,Strikeouts,New York,1157
1972,NL,Complete Games,St. Louis,64
1972,NL,ERA,Los Angeles,2.78
1972,NL,Fewest Hits Allowed,Los Angeles,1196
1972,NL,Fewest Home Runs Allowed,Los Angeles,83
1972,NL,Fewest Walks Allowed,Chicago,421
1972,NL,Saves,Cincinnati,60
1972,NL,Shutouts,Los Angeles,23
1972,NL,Strikeouts,New York,1059
1973,NL,Complete Games,Philadelphia,49
1973,NL,ERA,Los Angeles,3.01
1973,NL,Fewest Hits Allowed,Los Angeles,1270
1973,NL,Fewest Home Runs Allowed,St. Louis,105
1973,NL,Fewest Walks Allowed,Chicago,438
1973,NL,Saves,Pittsburgh,44
1973,NL,Shutouts,Cincinnati,17
1973,NL,Strikeouts,New York,1027
1974,NL,Complete Games,Pittsburgh,51
1974,NL,ERA,Los Angeles,2.98
1974,NL,Fewest Hits Allowed,Los Angeles,1272
1974,NL,Fewest Home Runs Allowed,Houston,84
1974,NL,Fewest Walks Allowed,Los Angeles,464
1974,NL,Saves,Cincinnati,27
1974,NL,Shutouts,Atlanta,21
1974,NL,Strikeouts,Los Angeles,943
1975,NL,Complete Games,Los Angeles,51
1975,NL,ERA,Los Angeles,2.93
1975,NL,Fewest Hits Allowed,Los Angeles,1215
1975,NL,Fewest Home Runs Allowed,Pittsburgh,79
1975,NL,Fewest Walks Allowed,Los Angeles,448
1975,NL,Saves,Cincinnati,50
1975,NL,Shutouts,Los Angeles,18
1975,NL,Strikeouts,New York,989
1976,NL,Complete Games,New York,53
1976,NL,ERA,New York,2.94
1976,NL,Fewest Hits Allowed,New York,1248
1976,NL,Fewest Home Runs Allowed,San Francisco,68
1976,NL,Fewest Walks Allowed,Philadelphia,397
1976,NL,Saves,Cincinnati,45
1976,NL,Shutouts,New York,18
1976,NL,Strikeouts,New York,1025
1977,NL,Complete Games,Houston,37
1977,NL,ERA,Los Angeles,3.23
1977,NL,Fewest Hits Allowed,New York,1378
1977,NL,Fewest Home Runs Allowed,Houston,110
1977,NL,Fewest Walks Allowed,Los Angeles,438
1977,NL,Saves,Philadelphia,47
1977,NL,Shutouts,Pittsburgh,15
1977,NL,Strikeouts,Chicago,942
1978,NL,Complete Games,Houston,48
1978,NL,ERA,Los Angeles,3.12
1978,NL,Fewest Hits Allowed,St. Louis,1300
1978,NL,Fewest Home Runs Allowed,San Diego,74
1978,NL,Fewest Walks Allowed,Philadelphia,393
1978,NL,Saves,San Diego,55
1978,NL,Shutouts,Houston,17
1978,NL,Strikeouts,Houston,930
1979,NL,Complete Games,Houston,55
1979,NL,ERA,Montreal,3.15
1979,NL,Fewest Hits Allowed,Houston,1278
1979,NL,Fewest Home Runs Allowed,Houston,90
1979,NL,Fewest Walks Allowed,Montreal,450
1979,NL,Saves,Pittsburgh,52
1979,NL,Shutouts,Houston,19
1979,NL,Strikeouts,Chicago,933
1980,NL,Complete Games,St. Louis,34
1980,NL,ERA,Houston,3.11
1980,NL,Fewest Hits Allowed,Los Angeles,1358
1980,NL,Fewest Home Runs Allowed,Houston,69
1980,NL,Fewest Walks Allowed,Pittsburgh,451
1980,NL,Saves,Pittsburgh,43
1980,NL,Shutouts,Los Angeles,19
1980,NL,Strikeouts,Houston,929
1981,NL,Complete Games,Los Angeles,26
1981,NL,ERA,Houston,2.67
1981,NL,Fewest Hits Allowed,Houston,842
1981,NL,Fewest Home Runs Allowed,Houston,40
1981,NL,Fewest Walks Allowed,Montreal,268
1981,NL,Saves,San Francisco,33
1981,NL,Shutouts,Houston,19
1981,NL,Strikeouts,Houston,610
1982,NL,Complete Games,Philadelphia,38
1982,NL,ERA,Los Angeles,3.26
1982,NL,Fewest Hits Allowed,Houston,1338
1982,NL,Fewest Home Runs Allowed,Los Angeles,81
1982,NL,Fewest Walks Allowed,Montreal,448
1982,NL,Saves,Atlanta,51
1982,NL,Shutouts,Houston,16
1982,NL,Strikeouts,Philadelphia,1002
1983,NL,Complete Games,Montreal,38
1983,NL,ERA,Los Angeles,3.11
1983,NL,Fewest Hits Allowed,Houston,1276
1983,NL,Fewest Home Runs Allowed,Houston,94
1983,NL,Fewest Walks Allowed,Philadelphia,464
1983,NL,Saves,Atlanta,48
1983,NL,Shutouts,Montreal,15
1983,NL,Strikeouts,Philadelphia,1092
1984,NL,Complete Games,Los Angeles,39
1984,NL,ERA,Pittsburgh,3.11
1984,NL,Fewest Hits Allowed,San Diego,1327
1984,NL,Fewest Home Runs Allowed,Los Angeles,76
1984,NL,Fewest Walks Allowed,Chicago,442
1984,NL,Saves,St. Louis,51
1984,NL,Shutouts,San Diego,17
1984,NL,Strikeouts,Los Angeles,1033
1985,NL,Complete Games,St. Louis,37
1985,NL,ERA,Los Angeles,2.96
1985,NL,Fewest Hits Allowed,Los Angeles,1280
1985,NL,Fewest Home Runs Allowed,St. Louis,98
1985,NL,Fewest Walks Allowed,San Diego,443
1985,NL,Saves,Montreal,53
1985,NL,Shutouts,Los Angeles,21
1985,NL,Strikeouts,New York,1039
1986,NL,Complete Games,Los Angeles,35
1986,NL,ERA,New York,3.11
1986,NL,Fewest Hits Allowed,Houston,1203
1986,NL,Fewest Home Runs Allowed,New York,103
1986,NL,Fewest Walks Allowed,St. Louis,485
1986,NL,Saves,Houston,51
1986,NL,Shutouts,Houston,19
1986,NL,Strikeouts,Houston,1160
1987,NL,Complete Games,Los Angeles,29
1987,NL,ERA,San Francisco,3.68
1987,NL,Fewest Hits Allowed,Houston,1363
1987,NL,Fewest Home Runs Allowed,St. Louis,129
1987,NL,Fewest Walks Allowed,Montreal,446
1987,NL,Saves,New York,51
1987,NL,Shutouts,Houston,13
1987,NL,Strikeouts,Houston,1137
1988,NL,Complete Games,Los Angeles,32
1988,NL,ERA,New York,2.91
1988,NL,Fewest Hits Allowed,New York,1253
1988,NL,Fewest Home Runs Allowed,New York,78
1988,NL,Fewest Walks Allowed,New York,404
1988,NL,Saves,Los Angeles,49
1988,NL,Shutouts,Los Angeles,24
1988,NL,Strikeouts,New York,1100
1989,NL,Complete Games,Los Angeles,25
1989,NL,ERA,Los Angeles,2.95
1989,NL,Fewest Hits Allowed,New York,1260
1989,NL,Fewest Home Runs Allowed,St. Louis,84
1989,NL,Fewest Walks Allowed,Atlanta,468
1989,NL,Saves,Chicago,55
1989,NL,Shutouts,Los Angeles,19
1989,NL,Strikeouts,New York,1108
1990,NL,Complete Games,Los Angeles,29
1990,NL,ERA,Montreal,3.37
1990,NL,Fewest Hits Allowed,Cincinnati,1338
1990,NL,Fewest Home Runs Allowed,St. Louis,98
1990,NL,Fewest Walks Allowed,Pittsburgh,413
1990,NL,Saves,Cincinnati,50
1990,NL,Shutouts,New York,14
1990,NL,Strikeouts,New York,1217
1991,NL,Complete Games,Atlanta,18
1991,NL,ERA,Los Angeles,3.06
1991,NL,Fewest Hits Allowed,Atlanta,1304
1991,NL,Fewest Home Runs Allowed,Los Angeles,96
1991,NL,Fewest Walks Allowed,Pittsburgh,401
1991,NL,Saves,Pittsburgh,51
1991,NL,Shutouts,Los Angeles,14
1991,NL,Strikeouts,Houston,1033
1992,NL,Complete Games,Philadelphia,27
1992,NL,ERA,Atlanta,3.14
1992,NL,Fewest Hits Allowed,Montreal,1296
1992,NL,Fewest Home Runs Allowed,Los Angeles,82
1992,NL,Fewest Walks Allowed,St. Louis,400
1992,NL,Saves,Cincinnati,55
1992,NL,Shutouts,Atlanta,24
1992,NL,Strikeouts,Cincinnati,1060
1993,NL,Complete Games,Philadelphia,24
1993,NL,ERA,Atlanta,3.14
1993,NL,Fewest Hits Allowed,Atlanta,1297
1993,NL,Fewest Home Runs Allowed,Atlanta,101
1993,NL,Fewest Walks Allowed,St. Louis,383
1993,NL,Saves,Montreal,61
1993,NL,Shutouts,Atlanta,16
1993,NL,Strikeouts,Philadelphia,1117
1994,NL,Complete Games,Atlanta,16
1994,NL,ERA,Montreal,3.56
1994,NL,Fewest Hits Allowed,Atlanta,929
1994,NL,Fewest Home Runs Allowed,Atlanta,76
1994,NL,Fewest Walks Allowed,Montreal,288
1994,NL,Saves,Montreal,46
1994,NL,Shutouts,Atlanta,8
1994,NL,Strikeouts,Atlanta,865
1995,NL,Complete Games,Atlanta,18
1995,NL,ERA,Atlanta,3.44
1995,NL,Fewest Hits Allowed,Atlanta,1184
1995,NL,Fewest Home Runs Allowed,Atlanta,107
1995,NL,Fewest Walks Allowed,New York,401
1995,NL,Saves,Chicago,45
1995,NL,Shutouts,Chicago,12
1995,NL,Strikeouts,Atlanta,1087
1996,NL,Complete Games,Atlanta,14
1996,NL,ERA,Los Angeles,3.46
1996,NL,Fewest Hits Allowed,Montreal,1353
1996,NL,Fewest Home Runs Allowed,Florida,113
1996,NL,Fewest Walks Allowed,Atlanta,451
1996,NL,Saves,Cincinnati,52
1996,NL,Shutouts,Florida,13
1996,NL,Strikeouts,Atlanta,1245
1997,NL,Complete Games,Montreal,27
1997,NL,ERA,Atlanta,3.18
1997,NL,Fewest Hits Allowed,Atlanta,1319
1997,NL,Fewest Home Runs Allowed,Atlanta,111
1997,NL,Fewest Walks Allowed,Atlanta,450
1997,NL,Saves,New York,49
1997,NL,Shutouts,Atlanta,17
1997,NL,Strikeouts,Los Angeles,1232
1998,NL,Complete Games,Atlanta,24
1998,NL,ERA,Atlanta,3.25
1998,NL,Fewest Hits Allowed,Atlanta,1291
1998,NL,Fewest Home Runs Allowed,Atlanta,117
1998,NL,Fewest Walks Allowed,Houston,465
1998,NL,Saves,San Diego,59
1998,NL,Shutouts,Atlanta,23
1998,NL,Strikeouts,Atlanta,1232
1999,NL,Complete Games,Arizona,16
1999,NL,ERA,Atlanta,3.65
1999,NL,Fewest Hits Allowed,Cincinnati,1309
1999,NL,Fewest Home Runs Allowed,Houston,128
1999,NL,Fewest Walks Allowed,Houston,478
1999,NL,Saves,Cincinnati,55
1999,NL,Shutouts,Houston,5
1999,NL,Strikeouts,Houston,1204
2000,NL,Complete Games,Arizona,16
2000,NL,ERA,Atlanta,4.06
2000,NL,Fewest Hits Allowed,Los Angeles,1379
2000,NL,Fewest Home Runs Allowed,San Francisco,151
2000,NL,Fewest Walks Allowed,Atlanta,484
2000,NL,Saves,Atlanta,53
2000,NL,Shutouts,San Francisco,15
2000,NL,Strikeouts,Arizona,1220
2001,NL,Complete Games,Arizona,12
2001,NL,ERA,Atlanta,3.59
2001,NL,Fewest Hits Allowed,Arizona,1352
2001,NL,Fewest Home Runs Allowed,San Francisco,145
2001,NL,Fewest Walks Allowed,New York,438
2001,NL,Saves,Houston,48
2001,NL,Shutouts,New York,14
2001,NL,Strikeouts,Chicago,1344
2004,NL,Complete Games,Montreal,11
2004,NL,ERA,Atlanta,3.74
2004,NL,Fewest Hits Allowed,Chicago,1363
2004,NL,Fewest Home Runs Allowed,Pittsburgh,149
2004,NL,Fewest Walks Allowed,San Diego,422
2004,NL,Saves,St. Louis,57
2004,NL,Shutouts,Florida,14
2004,NL,Strikeouts,Chicago,1346
