Year,League,Statistic,Player_Name,Team,Value
1963,NL,Hits,Vada Pinson,Cincinnati,204
1963,NL,Home Runs,Hank Aaron,Milwaukee,44
1963,NL,Home Runs,Willie McCovey,San Francisco,44
1963,NL,On Base Percentage,Eddie Mathews,Milwaukee,.400
1963,NL,RBI,Hank Aaron,Milwaukee,130
1963,NL,Runs,Hank Aaron,Milwaukee,121
1963,NL,Slugging Average,Hank Aaron,Milwaukee,.586
1963,NL,Stolen Bases,Maury Wills,Los Angeles,40
1963,NL,Total Bases,Hank Aaron,Milwaukee,370
1963,NL,Triples,Vada Pinson,Cincinnati,14
1964,NL,Base on Balls,Ron Santo,Chicago,86
1964,NL,Batting Average,Roberto Clemente,Pittsburgh,.339
1964,NL,Doubles,Lee Maye,Milwaukee,44
1964,NL,Hits,Roberto Clemente,Pittsburgh,211
1964,NL,Hits,Curt Flood,St. Louis,211
1964,NL,Home Runs,Willie Mays,San Francisco,47
1964,NL,On Base Percentage,Ron Santo,Chicago,.401
1964,NL,RBI,Ken Boyer,St. Louis,119
1964,NL,Runs,Dick Allen,Philadelphia,125
1964,NL,Slugging Average,Willie Mays,San Francisco,.607
1964,NL,Stolen Bases,Maury Wills,Los Angeles,53
1964,NL,Total Bases,Dick Allen,Philadelphia,352
1964,NL,Triples,Dick Allen,Philadelphia,13
1964,NL,Triples,Ron Santo,Chicago,13
1965,NL,Base on Balls,Joe Morgan,Houston,97
1965,NL,Batting Average,Roberto Clemente,Pittsburgh,.329
1965,NL,Doubles,Hank Aaron,Milwaukee,40
1965,NL,Hits,Pete Rose,Cincinnati,209
1965,NL,Home Runs,Willie Mays,San Francisco,52
1965,NL,On Base Percentage,Willie Mays,San Francisco,.399
1965,NL,RBI,Deron Johnson,Cincinnati,130
1965,NL,Runs,Tommy Harper,Cincinnati,126
1965,NL,Slugging Average,Willie Mays,San Francisco,.645
1965,NL,Stolen Bases,Maury Wills,Los Angeles,94
1965,NL,Total Bases,Willie Mays,San Francisco,360
1965,NL,Triples,Johnny Callison,Philadelphia,16
1966,NL,Base on Balls,Ron Santo,Chicago,95
1966,NL,Batting Average,Matty Alou,Pittsburgh,.342
1966,NL,Doubles,Johnny Callison,Philadelphia,40
1966,NL,Hits,Felipe Alou,Atlanta,218
1966,NL,Home Runs,Hank Aaron,Atlanta,44
1966,NL,On Base Percentage,Ron Santo,Chicago,.417
1966,NL,RBI,Hank Aaron,Atlanta,127
1966,NL,Runs,Felipe Alou,Atlanta,122
1966,NL,Slugging Average,Dick Allen,Philadelphia,.632
1966,NL,Stolen Bases,Lou Brock,St. Louis,74
1966,NL,Total Bases,Felipe Alou,Atlanta,355
1966,NL,Triples,Tim McCarver,St. Louis,13
1967,NL,Base on Balls,Ron Santo,Chicago,96
1967,NL,Batting Average,Roberto Clemente,Pittsburgh,.357
1967,NL,Doubles,Rusty Staub,Houston,44
1967,NL,Hits,Roberto Clemente,Pittsburgh,209
1967,NL,Home Runs,Hank Aaron,Atlanta,37
1967,NL,On Base Percentage,Dick Allen,Philadelphia,.404
1967,NL,RBI,Orlando Cepeda,St. Louis,111
1967,NL,Runs,Hank Aaron,Atlanta,113
1967,NL,Runs,Lou Brock,St. Louis,113
1967,NL,Slugging Average,Hank Aaron,Atlanta,.573
1967,NL,Stolen Bases,Lou Brock,St. Louis,52
1967,NL,Total Bases,Hank Aaron,Atlanta,344
1967,NL,Triples,Vada Pinson,Cincinnati,13
1968,NL,Base on Balls,Ron Santo,Chicago,96
1968,NL,Batting Average,Pete Rose,Cincinnati,335
1968,NL,Doubles,Lou Brock,St. Louis,46
1968,NL,Hits,Felipe Alou,Atlanta,210
1968,NL,Hits,Pete Rose,Cincinnati,210
1968,NL,Home Runs,Willie McCovey,San Francisco,36
1968,NL,On Base Percentage,Pete Rose,Cincinnati,.394
1968,NL,RBI,Willie McCovey,San Francisco,105
1968,NL,Runs,Glenn Beckert,Chicago,98
1968,NL,Slugging Average,Willie McCovey,San Francisco,.545
1968,NL,Stolen Bases,Lou Brock,St. Louis,62
1968,NL,Total Bases,Billy Williams,Chicago,321
1968,NL,Triples,Lou Brock,St. Louis,14
1969,NL,Base on Balls,Jimmy Wynn,Houston,148
1969,NL,Batting Average,Pete Rose,Cincinnati,.348
1969,NL,Doubles,Matty Alou,Pittsburgh,41
1969,NL,Hits,Matty Alou,Pittsburgh,231
1969,NL,Home Runs,Willie McCovey,San Francisco,45
1969,NL,On Base Percentage,Willie McCovey,San Francisco,.458
1969,NL,RBI,Willie McCovey,San Francisco,126
1969,NL,Runs,Bobby Bonds,San Francisco,120
1969,NL,Runs,Pete Rose,Cincinnati,120
1969,NL,Slugging Average,Willie McCovey,San Francisco,.656
1969,NL,Stolen Bases,Lou Brock,St. Louis,53
1969,NL,Total Bases,Hank Aaron,Atlanta,332
1969,NL,Triples,Roberto Clemente,Pittsburgh,12
1970,NL,Base on Balls,Willie McCovey,San Francisco,137
1970,NL,Batting Average,Rico Carty,Atlanta,.366
1970,NL,Doubles,Wes Parker,Los Angeles,47
1970,NL,Hits,Pete Rose,Cincinnati,205
1970,NL,Hits,Billy Williams,Chicago,205
1970,NL,Home Runs,Johnny Bench,Cincinnati,45
1970,NL,On Base Percentage,Rico Carty,Atlanta,.456
1970,NL,RBI,Johnny Bench,Cincinnati,148
1970,NL,Runs,Billy Williams,Chicago,137
1970,NL,Slugging Average,Willie McCovey,San Francisco,.612
1970,NL,Stolen Bases,Bobby Tolan,Cincinnati,57
1970,NL,Total Bases,Billy Williams,Chicago,373
1970,NL,Triples,Willie Davis,Los Angeles,16
1971,NL,Base on Balls,Willie Mays,San Francisco,112
1971,NL,Batting Average,Joe Torre,St. Louis,.363
1971,NL,Doubles,Cesar Cedeno,Houston,40
1971,NL,Hits,Joe Torre,St. Louis,230
1971,NL,Home Runs,Willie Stargell,Pittsburgh,48
1971,NL,On Base Percentage,Willie Mays,San Francisco,.429
1971,NL,RBI,Joe Torre,St. Louis,137
1971,NL,Runs,Lou Brock,St. Louis,126
1971,NL,Slugging Average,Hank Aaron,Atlanta,.669
1971,NL,Stolen Bases,Lou Brock,St. Louis,64
1971,NL,Total Bases,Joe Torre,St. Louis,352
1971,NL,Triples,Roger Metzger,Houston,11
1971,NL,Triples,Joe Morgan,Houston,11
1972,NL,Base on Balls,Joe Morgan,Cincinnati,115
1972,NL,Batting Average,Billy Williams,Chicago,.333
1972,NL,Doubles,Cesar Cedeno,Houston,39
1972,NL,Doubles,Willie Montanez,Philadelphia,39
1972,NL,Hits,Pete Rose,Cincinnati,198
1972,NL,Home Runs,Johnny Bench,Cincinnati,40
1972,NL,On Base Percentage,Joe Morgan,Cincinnati,.419
1972,NL,RBI,Johnny Bench,Cincinnati,125
1972,NL,Runs,Joe Morgan,Cincinnati,122
1972,NL,Slugging Average,Billy Williams,Chicago,.606
1972,NL,Stolen Bases,Lou Brock,St. Louis,63
1972,NL,Total Bases,Billy Williams,Chicago,348
1972,NL,Triples,Larry Bowa,Philadelphia,13
1973,NL,Base on Balls,Darrell Evans,Atlanta,124
1973,NL,Batting Average,Pete Rose,Cincinnati,.338
1973,NL,Doubles,Willie Stargell,Pittsburgh,43
1973,NL,Hits,Pete Rose,Cincinnati,230
1973,NL,Home Runs,Willie Stargell,Pittsburgh,44
1973,NL,On Base Percentage,Ken Singleton,Montreal,.429
1973,NL,RBI,Willie Stargell,Pittsburgh,119
1973,NL,Runs,Bobby Bonds,San Francisco,131
1973,NL,Slugging Average,Willie Stargell,Pittsburgh,.646
1973,NL,Stolen Bases,Lou Brock,St. Louis,70
1973,NL,Total Bases,Bobby Bonds,San Francisco,341
1973,NL,Triples,Roger Metzger,Houston,14
1974,NL,Base on Balls,Darrell Evans,Atlanta,126
1974,NL,Batting Average,Ralph Garr,Atlanta,.353
1974,NL,Doubles,Pete Rose,Cincinnati,45
1974,NL,Hits,Ralph Garr,Atlanta,214
1974,NL,Home Runs,Mike Schmidt,Philadelphia,36
1974,NL,On Base Percentage,Joe Morgan,Cincinnati,.430
1974,NL,RBI,Johnny Bench,Cincinnati,129
1974,NL,Runs,Pete Rose,Cincinnati,110
1974,NL,Slugging Average,Mike Schmidt,Philadelphia,.546
1974,NL,Stolen Bases,Lou Brock,St. Louis,118
1974,NL,Total Bases,Johnny Bench,Cincinnati,315
1974,NL,Triples,Ralph Garr,Atlanta,17
1975,NL,Base on Balls,Joe Morgan,Cincinnati,132
1975,NL,Batting Average,Bill Madlock,Chicago,.354
1975,NL,Doubles,Pete Rose,Cincinnati,47
1975,NL,Hits,Dave Cash,Philadelphia,213
1975,NL,Home Runs,Mike Schmidt,Philadelphia,38
1975,NL,On Base Percentage,Joe Morgan,Cincinnati,.471
1975,NL,RBI,Greg Luzinski,Philadelphia,120
1975,NL,Runs,Pete Rose,Cincinnati,112
1975,NL,Slugging Average,Dave Parker,Pittsburgh,.541
1975,NL,Stolen Bases,Davey Lopes,Los Angeles,77
1975,NL,Total Bases,Greg Luzinski,Philadelphia,322
1975,NL,Triples,Ralph Garr,Atlanta,11
1976,NL,Base on Balls,Jimmy Wynn,Atlanta,127
1976,NL,Batting Average,Bill Madlock,Chicago,.339
1976,NL,Doubles,Pete Rose,Cincinnati,42
1976,NL,Hits,Pete Rose,Cincinnati,215
1976,NL,Home Runs,Mike Schmidt,Philadelphia,38
1976,NL,On Base Percentage,Joe Morgan,Cincinnati,.453
1976,NL,RBI,George Foster,Cincinnati,121
1976,NL,Runs,Pete Rose,Cincinnati,130
1976,NL,Slugging Average,Joe Morgan,Cincinnati,.576
1976,NL,Stolen Bases,Davey Lopes,Los Angeles,63
1976,NL,Total Bases,Mike Schmidt,Philadelphia,306
1976,NL,Triples,Dave Cash,Philadelphia,12
1977,NL,Base on Balls,Gene Tenace,San Diego,125
1977,NL,Batting Average,Dave Parker,Pittsburgh,.338
1977,NL,Doubles,Dave Parker,Pittsburgh,44
1977,NL,Hits,Dave Parker,Pittsburgh,215
1977,NL,Home Runs,George Foster,Cincinnati,52
1977,NL,On Base Percentage,Reggie Smith,Los Angeles,.432
1977,NL,RBI,George Foster,Cincinnati,149
1977,NL,Runs,George Foster,Cincinnati,124
1977,NL,Slugging Average,George Foster,Cincinnati,.631
1977,NL,Stolen Bases,Frank Taveras,Pittsburgh,70
1977,NL,Total Bases,George Foster,Cincinnati,388
1977,NL,Triples,GarryTempleton,St. Louis,18
1978,NL,Base on Balls,Jeff Burroughs,Atlanta,117
1978,NL,Batting Average,Dave Parker,Pittsburgh,.334
1978,NL,Doubles,Pete Rose,Cincinnati,51
1978,NL,Hits,Steve Garvey,Los Angeles,202
1978,NL,Home Runs,George Foster,Cincinnati,40
1978,NL,On Base Percentage,Jeff Burroughs,Atlanta,.432
1978,NL,RBI,George Foster,Cincinnati,120
1978,NL,Runs,Ivan DeJesus,Chicago,104
1978,NL,Slugging Average,Dave Parker,Pittsburgh,.585
1978,NL,Stolen Bases,Omar Moreno,Pittsburgh,71
1978,NL,Total Bases,Dave Parker,Pittsburgh,340
1978,NL,Triples,Garry Templeton,St. Louis,13
1979,NL,Base on Balls,Mike Schmidt,Philadelphia,120
1979,NL,Batting Average,Keith Hernandez,St. Louis,.344
1979,NL,Doubles,Keith Hernandez,St. Louis,48
1979,NL,Hits,Garry Templeton,St. Louis,211
1979,NL,Home Runs,Dave Kingman,Chicago,48
1979,NL,On Base Percentage,Keith Hernandez,St. Louis,.421
1979,NL,RBI,Dave Winfield,San Diego,118
1979,NL,Runs,Keith Hernandez,St. Louis,116
1979,NL,Slugging Average,Dave Kingman,Chicago,.613
1979,NL,Stolen Bases,Omar Moreno,Pittsburgh,77
1979,NL,Total Bases,Dave Winfield,San Diego,333
1979,NL,Triples,Garry Templeton,St. Louis,19
1980,NL,Base on Balls,Dan Driessen,Cincinnati,93
1980,NL,Base on Balls,Joe Morgan,Houston,93
1980,NL,Batting Average,Bill Buckner,Chicago,.324
1980,NL,Doubles,Pete Rose,Philadelphia,42
1980,NL,Hits,Steve Garvey,Los Angeles,200
1980,NL,Home Runs,Mike Schmidt,Philadelphia,48
1980,NL,On Base Percentage,Keith Hernandez,St. Louis,.410
1980,NL,RBI,Mike Schmidt,Philadelphia,121
1980,NL,Runs,Keith Hernandez,St. Louis,111
1980,NL,Slugging Average,Mike Schmidt,Philadelphia,.624
1980,NL,Stolen Bases,Ron LeFlore,Montreal,97
1980,NL,Total Bases,Mike Schmidt,Philadelphia,342
1980,NL,Triples,Omar Moreno,Pittsburgh,13
1980,NL,Triples,Rodney Scott,Montreal,13
1981,NL,Base on Balls,Mike Schmidt,Philadelphia,73
1981,NL,Batting Average,Bill Madlock,Pittsburgh,.341
1981,NL,Doubles,Bill Buckner,Chicago,35
1981,NL,Hits,Pete Rose,Philadelphia,140
1981,NL,Home Runs,Mike Schmidt,Philadelphia,31
1981,NL,On Base Percentage,Mike Schmidt,Philadelphia,.439
1981,NL,RBI,Mike Schmidt,Philadelphia,91
1981,NL,Runs,Mike Schmidt,Philadelphia,78
1981,NL,Slugging Average,Mike Schmidt,Philadelphia,.644
1981,NL,Stolen Bases,Tim Raines,Montreal,71
1981,NL,Total Bases,Mike Schmidt,Philadelphia,.228
1981,NL,Triples,Craig Reynolds,Houston,12
1981,NL,Triples,Gene Richards,San Diego,12
1982,NL,Base on Balls,Mike Schmidt,Philadelphia,107
1982,NL,Batting Average,Al Oliver,Montreal,.331
1982,NL,Doubles,Al Oliver,Montreal,43
1982,NL,Hits,Al Oliver,Montreal,204
1982,NL,Home Runs,Dave Kingman,New York,37
1982,NL,On Base Percentage,Mike Schmidt,Philadelphia,.407
1982,NL,RBI,Dale Murphy,Atlanta,109
1982,NL,RBI,Al Oliver,Montreal,109
1982,NL,Runs,Lonnie Smith,St. Louis,120
1982,NL,Slugging Average,Mike Schmidt,Philadelphia,.547
1982,NL,Stolen Bases,Tim Raines,Montreal,78
1982,NL,Total Bases,Al Oliver,Montreal,317
1982,NL,Triples,Dickie Thon,Houston,10
1983,NL,Base on Balls,Mike Schmidt,Philadelphia,128
1983,NL,Batting Average,Bill Madlock,Pittsburgh,.323
1983,NL,Doubles,Bill Buckner,Chicago,38
1983,NL,Doubles,Al Oliver,Montreal,38
1983,NL,Doubles,Johnny Ray,Pittsburgh,38
1983,NL,Hits,Jose Cruz,Houston,189
1983,NL,Hits,Andre Dawson,Montreal,189
1983,NL,Home Runs,Mike Schmidt,Philadelphia,40
1983,NL,On Base Percentage,Mike Schmidt,Philadelphia,.402
1983,NL,RBI,Dale Murphy,Atlanta,121
1983,NL,Runs,Tim Raines,Montreal,133
1983,NL,Slugging Average,Dale Murphy,Atlanta,.540
1983,NL,Stolen Bases,Tim Raines,Montreal,90
1983,NL,Total Bases,Andre Dawson,Montreal,341
1983,NL,Triples,Brett Butler,Atlanta,13
1984,NL,Base on Balls,Gary Matthews,Chicago,103
1984,NL,Batting Average,Tony Gwynn,San Diego,.351
1984,NL,Doubles,Tim Raines,Montreal,38
1984,NL,Doubles,Johnny Ray,Pittsburgh,38
1984,NL,Hits,Tony Gwynn,San Diego,213
1984,NL,Home Runs,Dale Murphy,Atlanta,36
1984,NL,Home Runs,Mike Schmidt,Philadelphia,36
1984,NL,On Base Percentage,Gary Matthews,Chicago,.417
1984,NL,RBI,Gary Carter,Montreal,106
1984,NL,RBI,Mike Schmidt,Philadelphia,106
1984,NL,Runs,Ryne Sandberg,Chicago,114
1984,NL,Slugging Average,Dale Murphy,Atlanta,.547
1984,NL,Stolen Bases,Tim Raines,Montreal,75
1984,NL,Total Bases,Dale Murphy,Atlanta,332
1984,NL,Triples,Juan Samuel,Philadelphia,19
1984,NL,Triples,Ryne Sandberg,Chicago,19
1985,NL,Base on Balls,Dale Murphy,Atlanta,90
1985,NL,Batting Average,Willie McGee,St. Louis,.353
1985,NL,Doubles,Dave Parker,Cincinnati,42
1985,NL,Hits,Willie McGee,St. Louis,216
1985,NL,Home Runs,Dale Murphy,Atlanta,37
1985,NL,On Base Percentage,Pedro Guerrero,Los Angeles,.425
1985,NL,RBI,Dave Parker,Cincinnati,125
1985,NL,Runs,Dale Murphy,Atlanta,118
1985,NL,Slugging Average,Pedro Guerrero,Los Angeles,.577
1985,NL,Stolen Bases,Vince Coleman,St. Louis,110
1985,NL,Total Bases,Dave Parker,Cincinnati,350
1985,NL,Triples,Willie McGee,St. Louis,18
1986,NL,Base on Balls,Keith Hernandez,New York,94
1986,NL,Batting Average,Tim Raines,Montreal,.334
1986,NL,Doubles,Von Hayes,Philadelphia,46
1986,NL,Hits,Tony Gwynn,San Diego,211
1986,NL,Home Runs,Mike Schmidt,Philadelphia,37
1986,NL,On Base Percentage,Tim Raines,Montreal,.415
1986,NL,RBI,Mike Schmidt,Philadelphia,119
1986,NL,RBI,Von Hayes,Philadelphia,119
1986,NL,Slugging Average,Mike Schmidt,Philadelphia,.547
1986,NL,Stolen Bases,Vince Coleman,St. Louis,107
1986,NL,Total Bases,Dave Parker,Cincinnati,304
1986,NL,Triples,Mitch Webster,Montreal,13
1987,NL,Base on Balls,Jack Clark,St. Louis,136
1987,NL,Batting Average,Tony Gwynn,San Diego,.370
1987,NL,Doubles,Tim Wallach,Montreal,42
1987,NL,Hits,Tony Gwynn,San Diego,218
1987,NL,Home Runs,Andre Dawson,Chicago,49
1987,NL,On Base Percentage,Jack Clark,St. Louis,.461
1987,NL,RBI,Andre Dawson,Chicago,137
1987,NL,Runs,Tim Raines,Montreal,123
1987,NL,Slugging Average,Jack Clark,St. Louis,.597
1987,NL,Stolen Bases,Vince Coleman,St. Louis,109
1987,NL,Total Bases,Andre Dawson,Chicago,353
1987,NL,Triples,Juan Samuel,Philadelphia,15
1988,NL,Base on Balls,Will Clark,San Francisco,100
1988,NL,Batting Average,Tony Gwynn,San Diego,.313
1988,NL,Doubles,Andres Galarraga,Montreal,42
1988,NL,Hits,Andres Galarraga,Montreal,184
1988,NL,Home Runs,Darryl Strawberry,New York,39
1988,NL,On Base Percentage,Kal Daniels,Cincinnati,.400
1988,NL,RBI,Will Clark,San Francisco,109
1988,NL,Runs,Brett Butler,San Francisco,109
1988,NL,Slugging Average,Darryl Strawberry,New York,.545
1988,NL,Stolen Bases,Vince Coleman,St. Louis,81
1988,NL,Total Bases,Andres Galarraga,Montreal,329
1988,NL,Triples,Andy Van Slyke,Pittsburgh,15
1989,NL,Base on Balls,Jack Clark,San Diego,132
1989,NL,Batting Average,Tony Gwynn,San Diego,.336
1989,NL,Doubles,Pedro Guerrero,St. Louis,42
1989,NL,Doubles,Tim Wallach,Montreal,42
1989,NL,Hits,Tony Gwynn,San Diego,203
1989,NL,Home Runs,Kevin Mitchell,San Francisco,47
1989,NL,On Base Percentage,Lonnie Smith,Atlanta,.420
1989,NL,RBI,Kevin Mitchell,San Francisco,125
1989,NL,RBI,Will Clark,San Francisco,125
1989,NL,RBI,Ryne Sandberg,Chicago,125
1989,NL,Slugging Average,Kevin Mitchell,San Francisco,.635
1989,NL,Stolen Bases,Vince Coleman,St. Louis,65
1989,NL,Total Bases,Kevin Mitchell,San Francisco,345
1989,NL,Triples,Robby Thompson,San Francisco,11
1990,NL,Base on Balls,Jack Clark,San Diego,104
1990,NL,Batting Average,Willie McGee,St. Louis,.335
1990,NL,Doubles,Gregg Jefferies,New York,40
1990,NL,Doubles,Lenny Dykstra,Philadelphia,40
1990,NL,Home Runs,Ryne Sandberg,Chicago,40
1990,NL,On Base Percentage,Dave Magadan,New York,.425
1990,NL,RBI,Matt Williams,San Francisco,122
1990,NL,Runs,Ryne Sandberg,Chicago,116
1990,NL,Slugging Average,Barry Bonds,Pittsburgh,.565
1990,NL,Stolen Bases,Vince Coleman,St. Louis,77
1990,NL,Total Bases,Ryne Sandberg,Chicago,344
1990,NL,Triples,Mariano Duncan,Cincinnati,11
1991,NL,Base on Balls,Brett Butler,Los Angeles,108
1991,NL,Batting Average,Terry Pendleton,Atlanta,.319
1991,NL,Doubles,Bobby Bonilla,Pittsburgh,44
1991,NL,Hits,Terry Pendleton,Atlanta,187
1991,NL,Home Runs,Howard Johnson,New York,38
1991,NL,On Base Percentage,Barry Bonds,Pittsburgh,.419
1991,NL,RBI,Howard Johnson,New York,117
1991,NL,Runs,Brett Butler,Los Angeles,112
1991,NL,Slugging Average,Will Clark,San Francisco,.536
1991,NL,Stolen Bases,Marquis Grissom,Montreal,76
1991,NL,Total Bases,Will Clark,San Francisco,303
1991,NL,Total Bases,Terry Pendleton,Atlanta,303
1991,NL,Triples,Ray Lankford,St. Louis,15
1992,NL,Base on Balls,Barry Bonds,Pittsburgh,127
1992,NL,Batting Average,Gary Sheffield,San Diego,.330
1992,NL,Doubles,Andy Van Slyke,Pittsburgh,45
1992,NL,Doubles,Andy Van Slyke,Pittsburgh,45
1992,NL,Home Runs,Fred McGriff,San Diego,35
1992,NL,On Base Percentage,Barry Bonds,Pittsburgh,.461
1992,NL,RBI,Darren Daulton,Philadelphia,109
1992,NL,Runs,Barry Bonds,Pittsburgh,109
1992,NL,Slugging Average,Barry Bonds,Pittsburgh,.624
1992,NL,Stolen Bases,Marquis Grissom,Montreal,78
1992,NL,Total Bases,Gary Sheffield,San Diego,323
1992,NL,Triples,Deion Sanders,Atlanta,14
1993,NL,Batting Average,Andres Galarraga,Colorado,.370
1993,NL,Doubles,Charlie Hayes,Colorado,45
1993,NL,Hits,Lenny Dykstra,Philadelphia,194
1993,NL,Home Runs,Barry Bonds,San Francisco,46
1993,NL,On Base Percentage,Barry Bonds,San Francisco,.463
1993,NL,RBI,Barry Bonds,San Francisco,123
1993,NL,Runs,Lenny Dykstra,Philadelphia,143
1993,NL,Slugging Average,Barry Bonds,San Francisco,.677
1993,NL,Stolen Bases,Chuck Carr,Florida,58
1993,NL,Total Bases,Barry Bonds,San Francisco,365
1993,NL,Triples,Steve Finley,Houston,13
1994,NL,Base on Balls,Barry Bonds,San Francisco,74
1994,NL,Batting Average,Tony Gwynn,San Diego,.394
1994,NL,Doubles,Craig Biggio,Houston,44
1994,NL,Doubles,Larry Walker,Montreal,44
1994,NL,Hits,Tony Gwynn,San Diego,165
1994,NL,Home Runs,Matt Williams,San Francisco,43
1994,NL,On Base Percentage,Jeff Bagwell,Houston,.461
1994,NL,RBI,Jeff Bagwell,Houston,116
1994,NL,Runs,Jeff Bagwell,Houston,104
1994,NL,Slugging Average,Jeff Bagwell,Houston,.750
1994,NL,Stolen Bases,Craig Biggio,Houston,39
1994,NL,Total Bases,Jeff Bagwell,Houston,300
1994,NL,Triples,Brett Butler,Los Angeles,9
1994,NL,Triples,Darren Lewis,San Francisco,9
1995,NL,Base on Balls,Barry Bonds,San Francisco,120
1995,NL,Batting Average,Tony Gwynn,San Diego,.368
1995,NL,Doubles,Mark Grace,Chicago,51
1995,NL,Doubles,Tony Gwynn,San Diego,51
1995,NL,Home Runs,Dante Bichette,Colorado,40
1995,NL,On Base Percentage,Barry Bonds,San Francisco,.434
1995,NL,RBI,Dante Bichette,Colorado,128
1995,NL,Runs,Craig Biggio,Houston,123
1995,NL,Slugging Average,Dante Bichette,Colorado,.620
1995,NL,Stolen Bases,Quilvio Veras,Florida,56
1995,NL,Total Bases,Dante Bichette,Colorado,359
1995,NL,Triples,Brett Butler,New York,9
1995,NL,Triples,Brett Butler,Los Angeles,9
1995,NL,Triples,Eric Young,Colorado,9
1996,NL,Base on Balls,Barry Bonds,San Francisco,151
1996,NL,Batting Average,Tony Gwynn,San Diego,.353
1996,NL,Doubles,Jeff Bagwell,Houston,48
1996,NL,Hits,Lance Johnson,New York,227
1996,NL,Home Runs,Andres Galarraga,Colorado,47
1996,NL,On Base Percentage,Gary Sheffield,Florida,.469
1996,NL,RBI,Andres Galarraga,Colorado,150
1996,NL,Runs,Ellis Burks,Colorado,142
1996,NL,Slugging Average,Ellis Burks,Colorado,.639
1996,NL,Stolen Bases,Eric Young,Colorado,53
1996,NL,Total Bases,Ellis Burks,Colorado,392
1996,NL,Triples,Lance Johnson,New York,21
1997,NL,Base on Balls,Barry Bonds,San Francisco,145
1997,NL,Batting Average,Tony Gwynn,San Diego,.372
1997,NL,Doubles,Mark Grudzielanek,Montreal,54
1997,NL,Hits,Tony Gwynn,San Diego,220
1997,NL,Home Runs,Larry Walker,Colorado,49
1997,NL,On Base Percentage,Larry Walker,Colorado,.455
1997,NL,RBI,Andres Galarraga,Colorado,140
1997,NL,Runs,Craig Biggio,Houston,146
1997,NL,Slugging Average,Larry Walker,Colorado,.720
1997,NL,Stolen Bases,Tony Womack,Pittsburgh,60
1997,NL,Total Bases,Larry Walker,Colorado,409
1997,NL,Triples,Delino DeShields,St. Louis,14
1998,NL,Base on Balls,Mark McGwire,St. Louis,162
1998,NL,Batting Average,Larry Walker,Colorado,.363
1998,NL,Doubles,Craig Biggio,Houston,51
1998,NL,Hits,Dante Bichette,Colorado,219
1998,NL,Home Runs,Mark McGwire,St. Louis,70
1998,NL,On Base Percentage,Mark McGwire,St. Louis,.473
1998,NL,RBI,Sammy Sosa,Chicago,158
1998,NL,Runs,Sammy Sosa,Chicago,134
1998,NL,Slugging Average,Mark McGwire,St. Louis,.752
1998,NL,Stolen Bases,Tony Womack,Pittsburgh,58
1998,NL,Total Bases,Sammy Sosa,Chicago,416
1998,NL,Triples,David Dellucci,Arizona,12
1999,NL,Base on Balls,Jeff Bagwell,Houston,149
1999,NL,Batting Average,Larry Walker,Colorado,.379
1999,NL,Doubles,Craig Biggio,Houston,56
1999,NL,Hits,Luis Gonzalez,Arizona,206
1999,NL,Home Runs,Mark McGwire,St. Louis,65
1999,NL,On Base Percentage,Larry Walker,Colorado,.458
1999,NL,RBI,Mark McGwire,St. Louis,147
1999,NL,Runs,Jeff Bagwell,Houston,143
1999,NL,Slugging Average,Larry Walker,Colorado,.710
1999,NL,Stolen Bases,Tony Womack,Arizona,72
1999,NL,Total Bases,Sammy Sosa,Chicago,397
1999,NL,Triples,Bobby Abreu,Philadelphia,11
1999,NL,Triples,Neifi Perez,Colorado,11
2000,NL,Base on Balls,Barry Bonds,San Francisco,117
2000,NL,Batting Average,Todd Helton,Colorado,.372
2000,NL,Doubles,Todd Helton,Colorado,59
2000,NL,Hits,Todd Helton,Colorado,216
2000,NL,Home Runs,Sammy Sosa,Chicago,50
2000,NL,On Base Percentage,Todd Helton,Colorado,.463
2000,NL,RBI,Todd Helton,Colorado,147
2000,NL,Runs,Jeff Bagwell,Houston,152
2000,NL,Slugging Average,Todd Helton,Colorado,.698
2000,NL,Stolen Bases,Luis Castillo,Florida,62
2000,NL,Total Bases,Todd Helton,Colorado,405
2000,NL,Triples,Tony Womack,Arizona,14
2001,NL,Base on Balls,Barry Bonds,San Francisco,177
2001,NL,Batting Average,Larry Walker,Colorado,.350
2001,NL,Doubles,Lance Berkman,Houston,55
2001,NL,Hits,Rich Aurilia,San Francisco,206
2001,NL,Home Runs,Barry Bonds,San Francisco,73
2001,NL,On Base Percentage,Barry Bonds,San Francisco,.515
2001,NL,RBI,Sammy Sosa,Chicago,160
2001,NL,Runs,Sammy Sosa,Chicago,146
2001,NL,Slugging Average,Barry Bonds,San Francisco,.863
2001,NL,Stolen Bases,Juan Pierre,Colorado,46
2001,NL,Stolen Bases,Jimmy Rollins,Philadelphia,46
2001,NL,Total Bases,Sammy Sosa,Chicago,425
2001,NL,Triples,Jimmy Rollins,Philadelphia,12
2002,NL,Base on Balls,Barry Bonds,San Francisco,198
2002,NL,Batting Average,Barry Bonds,San Francisco,.370
2002,NL,Doubles,Bobby Abreu,Philadelphia,50
2002,NL,Hits,Vladimir Guerrero,Montreal,206
2002,NL,Home Runs,Sammy Sosa,Chicago,49
2002,NL,On Base Percentage,Barry Bonds,San Francisco,.582
2002,NL,RBI,Lance Berkman,Houston,128
2002,NL,Runs,Sammy Sosa,Chicago,122
