Year,League,Statistic,Team,Value
1942,NL,Base on Balls,Brooklyn,572.0
1942,NL,Batting Average,St. Louis,0.268
1942,NL,Doubles,St. Louis,282.0
1942,NL,Hits,St. Louis,1454.0
1942,NL,Home Runs,New York,109.0
1942,NL,On Base Percentage,St. Louis,0.338
1942,NL,Runs,St. Louis,755.0
1942,NL,Slugging Average,St. Louis,0.379
1942,NL,Stolen Bases,Brooklyn,81.0
1942,NL,Triples,St. Louis,69.0
1943,NL,Base on Balls,Brooklyn,580.0
1943,NL,Batting Average,St. Louis,0.279
1943,NL,Doubles,Brooklyn,263.0
1943,NL,Hits,St. Louis,1515.0
1943,NL,Home Runs,New York,81.0
1943,NL,On Base Percentage,Brooklyn,0.346
1943,NL,Runs,Brooklyn,716.0
1943,NL,Slugging Average,St. Louis,0.391
1943,NL,Stolen Bases,Pittsburgh,64.0
1943,NL,Triples,Pittsburgh,73.0
1944,NL,Base on Balls,Pittsburgh,573.0
1944,NL,Batting Average,St. Louis,0.275
1944,NL,Doubles,St. Louis,274.0
1944,NL,Hits,St. Louis,1507.0
1944,NL,Home Runs,St. Louis,100.0
1944,NL,On Base Percentage,St. Louis,0.344
1944,NL,Runs,St. Louis,772.0
1944,NL,Slugging Average,St. Louis,0.402
1944,NL,Stolen Bases,Pittsburgh,87.0
1944,NL,Triples,Pittsburgh,80.0
1945,NL,Base on Balls,Brooklyn,629.0
1945,NL,Batting Average,Chicago,0.277
1945,NL,Doubles,Pittsburgh,259.0
1945,NL,Hits,St. Louis,1498.0
1945,NL,Home Runs,New York,114.0
1945,NL,On Base Percentage,Chicago,0.349
1945,NL,Runs,Brooklyn,795.0
1945,NL,Slugging Average,New York,0.379
1945,NL,Stolen Bases,Boston,82.0
1945,NL,Triples,Brooklyn,71.0
1946,NL,Base on Balls,Brooklyn,691.0
1946,NL,Batting Average,St. Louis,0.265
1946,NL,Doubles,St. Louis,265.0
1946,NL,Hits,St. Louis,1426.0
1946,NL,Home Runs,New York,121.0
1946,NL,On Base Percentage,Brooklyn,0.348
1946,NL,Runs,St. Louis,712.0
1946,NL,Slugging Average,St. Louis,0.381
1946,NL,Stolen Bases,Brooklyn,100.0
1946,NL,Triples,Brooklyn,66.0
1947,NL,Base on Balls,Brooklyn,732.0
1947,NL,Batting Average,Boston,0.275
1947,NL,Doubles,Boston,265.0
1947,NL,Hits,St. Louis,1462.0
1947,NL,Home Runs,New York,221.0
1947,NL,On Base Percentage,Brooklyn,0.364
1947,NL,Runs,New York,830.0
1947,NL,Slugging Average,New York,0.454
1947,NL,Stolen Bases,Brooklyn,88.0
1947,NL,Triples,St. Louis,65.0
1948,NL,Base on Balls,Boston,671.0
1948,NL,Batting Average,Boston,0.275
1948,NL,Doubles,Boston,272.0
1948,NL,Hits,Boston,1458.0
1948,NL,Home Runs,New York,164.0
1948,NL,On Base Percentage,Boston,0.359
1948,NL,Runs,New York,780.0
1948,NL,Slugging Average,New York,0.408
1948,NL,Stolen Bases,Brooklyn,114.0
1948,NL,Triples,St. Louis,58.0
1949,NL,Base on Balls,Boston,684.0
1949,NL,Batting Average,St. Louis,0.277
1949,NL,Doubles,St. Louis,281.0
1949,NL,Hits,St. Louis,1513.0
1949,NL,Home Runs,Brooklyn,152.0
1949,NL,On Base Percentage,Brooklyn,0.354
1949,NL,Runs,Brooklyn,879.0
1949,NL,Slugging Average,Brooklyn,0.419
1949,NL,Stolen Bases,Brooklyn,117.0
1949,NL,Triples,Philadelphia,55.0
1950,NL,Base on Balls,New York,627.0
1950,NL,Batting Average,Brooklyn,0.272
1950,NL,Doubles,Cincinnati,257.0
1950,NL,Hits,Brooklyn,1461.0
1950,NL,Home Runs,Brooklyn,194.0
1950,NL,On Base Percentage,Brooklyn,0.349
1950,NL,Runs,Brooklyn,847.0
1950,NL,Slugging Average,Brooklyn,0.444
1950,NL,Stolen Bases,Brooklyn,77.0
1950,NL,Triples,Pittsburgh,59.0
1951,NL,Base on Balls,New York,671.0
1951,NL,Batting Average,Brooklyn,0.275
1951,NL,Doubles,Brooklyn,249.0
1951,NL,Hits,Brooklyn,1511.0
1951,NL,Home Runs,Brooklyn,184.0
1951,NL,On Base Percentage,Brooklyn,0.352
1951,NL,Runs,Brooklyn,855.0
1951,NL,Slugging Average,Brooklyn,0.434
1951,NL,Stolen Bases,Brooklyn,89.0
1951,NL,Triples,St. Louis,57.0
1952,NL,Base on Balls,Brooklyn,663.0
1952,NL,Batting Average,St. Louis,0.267
1952,NL,Doubles,St. Louis,247.0
1952,NL,Hits,Chicago,1408.0
1952,NL,Home Runs,Brooklyn,153.0
1952,NL,On Base Percentage,Brooklyn,0.348
1952,NL,Runs,Brooklyn,775.0
1952,NL,Slugging Average,Brooklyn,0.399
1952,NL,Stolen Bases,Brooklyn,90.0
1952,NL,Triples,New York,56.0
1953,NL,Base on Balls,Brooklyn,655.0
1953,NL,Batting Average,Brooklyn,0.285
1953,NL,Doubles,St. Louis,281.0
1953,NL,Hits,Brooklyn,1529.0
1953,NL,Home Runs,Brooklyn,208.0
1953,NL,On Base Percentage,Brooklyn,0.366
1953,NL,Runs,Brooklyn,955.0
1953,NL,Slugging Average,Brooklyn,0.474
1953,NL,Stolen Bases,Brooklyn,90.0
1953,NL,Triples,Philadelphia,62.0
1954,NL,Base on Balls,Brooklyn,634.0
1954,NL,Batting Average,St. Louis,0.281
1954,NL,Doubles,St. Louis,285.0
1954,NL,Hits,St. Louis,1518.0
1954,NL,Home Runs,Brooklyn,186.0
1954,NL,On Base Percentage,St. Louis,0.354
1954,NL,Runs,St. Louis,799.0
1954,NL,Slugging Average,Brooklyn,0.444
1954,NL,Stolen Bases,St. Louis,63.0
1954,NL,Triples,Philadelphia,58.0
1955,NL,Base on Balls,Brooklyn,674.0
1955,NL,Batting Average,Brooklyn,0.271
1955,NL,Doubles,Brooklyn,230.0
1955,NL,Hits,Cincinnati,1424.0
1955,NL,Home Runs,Brooklyn,201.0
1955,NL,On Base Percentage,Brooklyn,0.359
1955,NL,Runs,Brooklyn,857.0
1955,NL,Slugging Average,Brooklyn,0.448
1955,NL,Stolen Bases,Brooklyn,79.0
1955,NL,Triples,Pittsburgh,60.0
1956,NL,Base on Balls,Brooklyn,649.0
1956,NL,Batting Average,St. Louis,0.268
1956,NL,Doubles,St. Louis,234.0
1956,NL,Hits,St. Louis,1443.0
1956,NL,Home Runs,Cincinnati,221.0
1956,NL,On Base Percentage,Brooklyn,0.344
1956,NL,Runs,Cincinnati,775.0
1956,NL,Slugging Average,Cincinnati,0.441
1956,NL,Stolen Bases,New York,67.0
1956,NL,Triples,Pittsburgh,57.0
1957,NL,Base on Balls,Brooklyn,550.0
1957,NL,Batting Average,St. Louis,0.274
1957,NL,Doubles,Cincinnati,251.0
1957,NL,Hits,St. Louis,1497.0
1957,NL,Home Runs,Milwaukee,199.0
1957,NL,On Base Percentage,Cincinnati,0.341
1957,NL,Runs,Milwaukee,772.0
1957,NL,Slugging Average,Milwaukee,0.442
1957,NL,Stolen Bases,New York,64.0
1957,NL,Triples,Milwaukee,62.0
1958,NL,Base on Balls,Philadelphia,573.0
1958,NL,Batting Average,Milwaukee,0.266
1958,NL,Doubles,Pittsburgh,68.0
1958,NL,Hits,Philadelphia,1424.0
1958,NL,Home Runs,Chicago,182.0
1958,NL,On Base Percentage,Philadelphia,0.341
1958,NL,Runs,San Francisco,727.0
1958,NL,Slugging Average,Chicago,0.426
1958,NL,Stolen Bases,Los Angeles,73.0
1958,NL,Triples,Pittsburgh,68.0
1959,NL,Base on Balls,Los Angeles,591.0
1959,NL,Batting Average,Cincinnati,0.274
1959,NL,Doubles,Cincinnati,258.0
1959,NL,Hits,Cincinnati,1448.0
1959,NL,Home Runs,Milwaukee,177.0
1959,NL,On Base Percentage,Cincinnati,0.34
1959,NL,Runs,Cincinnati,764.0
1959,NL,Slugging Average,Cincinnati,0.427
1959,NL,Stolen Bases,Los Angeles,84.0
1959,NL,Triples,St. Louis,49.0
1960,NL,Base on Balls,Chicago,531.0
1960,NL,Batting Average,Pittsburgh,0.276
1960,NL,Doubles,Pittsburgh,236.0
1960,NL,Hits,Pittsburgh,1493.0
1960,NL,Home Runs,Milwaukee,170.0
1960,NL,On Base Percentage,Pittsburgh,0.338
1960,NL,Runs,Pittsburgh,734.0
1960,NL,Slugging Average,Milwaukee,0.417
1960,NL,Stolen Bases,Los Angeles,95.0
1960,NL,Triples,San Francisco,62.0
1961,NL,Base on Balls,Los Angeles,596.0
1961,NL,Batting Average,Pittsburgh,0.273
1961,NL,Doubles,Cincinnati,247.0
1961,NL,Hits,Pittsburgh,1448.0
1961,NL,Home Runs,Milwaukee,188.0
1961,NL,On Base Percentage,Los Angeles,0.34
1961,NL,Runs,San Francisco,773.0
1961,NL,Slugging Average,San Francisco,0.423
1961,NL,Stolen Bases,Los Angeles,86.0
1961,NL,Triples,Pittsburgh,57.0
1962,NL,Base on Balls,New York Mets,616.0
1962,NL,Batting Average,San Francisco Giants,0.278
1962,NL,Doubles,Cincinnati Reds,252.0
1962,NL,Hits,San Francisco Giants,1552.0
1962,NL,Home Runs,San Francisco Giants,204.0
1962,NL,On Base Percentage,San Francisco Giants,0.344
1962,NL,Runs,San Francisco Giants,878.0
1962,NL,Slugging Average,San Francisco Giants,0.441
1962,NL,Stolen Bases,Los Angeles Dodgers,198.0
1962,NL,Triples,Los Angeles Dodgers,65.0
1963,NL,Base on Balls,Milwaukee,525.0
1963,NL,Batting Average,St. Louis,0.271
1963,NL,Doubles,St. Louis,231.0
1963,NL,Hits,St. Louis,1540.0
1963,NL,Home Runs,San Francisco,197.0
1963,NL,On Base Percentage,St. Louis,0.328
1963,NL,Runs,St. Louis,747.0
1963,NL,Slugging Average,San Francisco,0.414
1963,NL,Stolen Bases,Los Angeles,124.0
1963,NL,Triples,St. Louis,66.0
1964,NL,Base on Balls,San Francisco,505.0
1964,NL,Batting Average,Milwaukee,0.272
1964,NL,Doubles,Milwaukee,274.0
1964,NL,Hits,St. Louis,1531.0
1964,NL,Home Runs,San Francisco,165.0
1964,NL,On Base Percentage,Milwaukee,0.335
1964,NL,Runs,Milwaukee,803.0
1964,NL,Slugging Average,Milwaukee,0.418
1964,NL,Stolen Bases,Los Angeles,141.0
1964,NL,Triples,Pittsburgh,54.0
1965,NL,Base on Balls,Cincinnati,538.0
1965,NL,Batting Average,Cincinnati,0.273
1965,NL,Doubles,Cincinnati,268.0
1965,NL,Hits,Cincinnati,1544.0
1965,NL,Home Runs,Milwaukee,196.0
1965,NL,On Base Percentage,Cincinnati,0.341
1965,NL,Runs,Cincinnati,825.0
1965,NL,Slugging Average,Cincinnati,0.439
1965,NL,Stolen Bases,Los Angeles,172.0
1965,NL,Triples,Cincinnati,61.0
1966,NL,Base on Balls,Atlanta,512.0
1966,NL,Batting Average,Pittsburgh,0.279
1966,NL,Doubles,Pittsburgh,238.0
1966,NL,Hits,Pittsburgh,1586.0
1966,NL,Home Runs,Atlanta,207.0
1966,NL,On Base Percentage,Pittsburgh,0.331
1966,NL,Runs,Atlanta,782.0
1966,NL,Slugging Average,Pittsburgh,0.428
1966,NL,Stolen Bases,St. Louis,144.0
1966,NL,Triples,Pittsburgh,66.0
1967,NL,Base on Balls,Philadelphia,545.0
1967,NL,Batting Average,Pittsburgh,0.277
1967,NL,Doubles,Houston,259.0
1967,NL,Hits,Pittsburgh,1585.0
1967,NL,Home Runs,Atlanta,158.0
1967,NL,On Base Percentage,Pittsburgh,0.327
1967,NL,Runs,Chicago,702.0
1967,NL,Slugging Average,Pittsburgh,0.38
1967,NL,Stolen Bases,St. Louis,102.0
1967,NL,Triples,Pittsburgh,62.0
1968,NL,Base on Balls,San Francisco,508.0
1968,NL,Batting Average,Cincinnati,0.273
1968,NL,Doubles,Cincinnati,281.0
1968,NL,Hits,Cincinnati,1573.0
1968,NL,Home Runs,Chicago,130.0
1968,NL,On Base Percentage,Cincinnati,0.322
1968,NL,Runs,Cincinnati,690.0
1968,NL,Slugging Average,Cincinnati,0.389
1968,NL,Stolen Bases,Pittsburgh,130.0
1968,NL,Triples,St. Louis,48.0
1969,NL,Base on Balls,San Francisco,711.0
1969,NL,Batting Average,Pittsburgh,0.277
1969,NL,Doubles,St. Louis,228.0
1969,NL,Hits,Cincinnati,1558.0
1969,NL,Home Runs,Cincinnati,171.0
1969,NL,On Base Percentage,Cincinnati,0.338
1969,NL,Runs,Cincinnati,798.0
1969,NL,Slugging Average,Cincinnati,0.422
1969,NL,Stolen Bases,Houston,101.0
1969,NL,Triples,Los Angeles,52.0
1970,NL,Base on Balls,San Francisco,729.0
1970,NL,Batting Average,Pittsburgh,0.27
1970,NL,Doubles,San Francisco,257.0
1970,NL,Hits,Pittsburgh,1522.0
1970,NL,Home Runs,Cincinnati,191.0
1970,NL,On Base Percentage,San Francisco,0.353
1970,NL,Runs,San Francisco,831.0
1970,NL,Slugging Average,Cincinnati,0.436
1970,NL,Stolen Bases,Los Angeles,138.0
1970,NL,Triples,Pittsburgh,70.0
1971,NL,Base on Balls,San Francisco,654.0
1971,NL,Batting Average,St. Louis,0.275
1971,NL,Doubles,Houston,230.0
1971,NL,Hits,Pittsburgh,1555.0
1971,NL,Home Runs,Pittsburgh,154.0
1971,NL,On Base Percentage,St. Louis,0.342
1971,NL,Runs,Pittsburgh,788.0
1971,NL,Slugging Average,Pittsburgh,0.416
1971,NL,Stolen Bases,St. Louis,124.0
1971,NL,Triples,Pittsburgh,61.0
1972,NL,Base on Balls,Cincinnati,606.0
1972,NL,Batting Average,Pittsburgh,0.274
1972,NL,Doubles,Pittsburgh,251.0
1972,NL,Hits,Pittsburgh,1505.0
1972,NL,Home Runs,San Francisco,150.0
1972,NL,On Base Percentage,Cincinnati,0.333
1972,NL,Runs,Houston,708.0
1972,NL,Slugging Average,Pittsburgh,0.397
1972,NL,Stolen Bases,Cincinnati,140.0
1972,NL,Triples,Pittsburgh,47.0
1973,NL,Base on Balls,Montreal,695.0
1973,NL,Batting Average,Atlanta,0.266
1973,NL,Doubles,Pittsburgh,257.0
1973,NL,Hits,Atlanta,1497.0
1973,NL,Home Runs,Atlanta,206.0
1973,NL,On Base Percentage,Atlanta,0.341
1973,NL,Runs,Atlanta,799.0
1973,NL,Slugging Average,Atlanta,0.427
1973,NL,Stolen Bases,Cincinnati,148.0
1973,NL,Triples,San Francisco,52.0
1974,NL,Base on Balls,Cincinnati,693.0
1974,NL,Batting Average,Pittsburgh,0.274
1974,NL,Doubles,Cincinnati,271.0
1974,NL,Hits,Pittsburgh,1560.0
1974,NL,Home Runs,Los Angeles,139.0
1974,NL,On Base Percentage,Los Angeles,0.346
1974,NL,Runs,Los Angeles,798.0
1974,NL,Slugging Average,Los Angeles,0.401
1974,NL,Stolen Bases,St. Louis,172.0
1974,NL,Triples,Philadelphia,50.0
1975,NL,Base on Balls,Cincinnati,691.0
1975,NL,Batting Average,St. Louis,0.273
1975,NL,Doubles,Philadelphia,283.0
1975,NL,Hits,St. Louis,1527.0
1975,NL,Home Runs,Pittsburgh,138.0
1975,NL,On Base Percentage,Cincinnati,0.355
1975,NL,Runs,Cincinnati,840.0
1975,NL,Slugging Average,Pittsburgh,0.402
1975,NL,Stolen Bases,Cincinnati,168.0
1975,NL,Triples,Houston,54.0
1976,NL,Base on Balls,Cincinnati,681.0
1976,NL,Batting Average,Cincinnati,0.28
1976,NL,Doubles,Cincinnati,271.0
1976,NL,Hits,Cincinnati,1599.0
1976,NL,Home Runs,Cincinnati,141.0
1976,NL,On Base Percentage,Cincinnati,0.36
1976,NL,Runs,Cincinnati,857.0
1976,NL,Slugging Average,Cincinnati,0.424
1976,NL,Stolen Bases,Cincinnati,210.0
1976,NL,Triples,Cincinnati,63.0
1977,NL,Base on Balls,San Diego,602.0
1977,NL,Batting Average,Philadelphia,0.279
1977,NL,Doubles,Montreal,294.0
1977,NL,Hits,Pittsburgh,1550.0
1977,NL,Home Runs,Los Angeles,191.0
1977,NL,On Base Percentage,Philadelphia,0.351
1977,NL,Runs,Philadelphia,847.0
1977,NL,Slugging Average,Philadelphia,0.448
1977,NL,Stolen Bases,Pittsburgh,260.0
1977,NL,Triples,Houston,60.0
1978,NL,Base on Balls,Cincinnati,636.0
1978,NL,Batting Average,Los Angeles,0.264
1978,NL,Doubles,Cincinnati,270.0
1978,NL,Hits,Chicago,1461.0
1978,NL,Home Runs,Los Angeles,149.0
1978,NL,On Base Percentage,Los Angeles,0.34
1978,NL,Runs,Los Angeles,727.0
1978,NL,Slugging Average,Los Angeles,0.402
1978,NL,Stolen Bases,Pittsburgh,213.0
1978,NL,Triples,Pittsburgh,54.0
1979,NL,Base on Balls,Cincinnati,614.0
1979,NL,Batting Average,St. Louis,0.278
1979,NL,Doubles,St. Louis,279.0
1979,NL,Hits,St. Louis,1594.0
1979,NL,Home Runs,Los Angeles,183.0
1979,NL,On Base Percentage,Philadelphia,0.343
1979,NL,Runs,Pittsburgh,775.0
1979,NL,Slugging Average,Pittsburgh,0.416
1979,NL,Stolen Bases,Houston,190.0
1979,NL,Triples,St. Louis,63.0
1980,NL,Base on Balls,San Diego,563.0
1980,NL,Batting Average,St. Louis,0.275
1980,NL,Doubles,St. Louis,300.0
1980,NL,Hits,St. Louis,1541.0
1980,NL,Home Runs,Los Angeles,148.0
1980,NL,On Base Percentage,St. Louis,0.331
1980,NL,Runs,St. Louis,738.0
1980,NL,Slugging Average,St. Louis,0.4
1980,NL,Stolen Bases,San Diego,239.0
1980,NL,Triples,Houston,67.0
1981,NL,Base on Balls,San Francisco,386.0
1981,NL,Batting Average,Philadelphia,0.273
1981,NL,Doubles,Cincinnati,190.0
1981,NL,Hits,Philadelphia,1002.0
1981,NL,Home Runs,Los Angeles,82.0
1981,NL,On Base Percentage,Philadelphia,0.344
1981,NL,Runs,Philadelphia,491.0
1981,NL,Slugging Average,Philadelphia,0.389
1981,NL,Stolen Bases,Montreal,138.0
1981,NL,Triples,St. Louis,45.0
1982,NL,Base on Balls,San Francisco,607.0
1982,NL,Batting Average,Pittsburgh,0.273
1982,NL,Doubles,Pittsburgh,272.0
1982,NL,Hits,Pittsburgh,1535.0
1982,NL,Home Runs,Atlanta,146.0
1982,NL,On Base Percentage,St. Louis,0.337
1982,NL,Runs,Atlanta,739.0
1982,NL,Slugging Average,Pittsburgh,0.408
1982,NL,Stolen Bases,St. Louis,200.0
1982,NL,Triples,St. Louis,52.0
1983,NL,Base on Balls,Philadelphia,640.0
1983,NL,Batting Average,Atlanta,0.272
1983,NL,Doubles,Montreal,297.0
1983,NL,Hits,St. Louis,1496.0
1983,NL,Home Runs,Los Angeles,146.0
1983,NL,On Base Percentage,Atlanta,0.344
1983,NL,Runs,Atlanta,746.0
1983,NL,Slugging Average,Chicago,0.401
1983,NL,Stolen Bases,St. Louis,207.0
1983,NL,Triples,St. Louis,63.0
1984,NL,Base on Balls,Chicago,567.0
1984,NL,Batting Average,Philadelphia,0.266
1984,NL,Doubles,Philadelphia,248.0
1984,NL,Hits,San Francisco,1499.0
1984,NL,Home Runs,Philadelphia,147.0
1984,NL,On Base Percentage,Philadelphia,0.335
1984,NL,Runs,Chicago,762.0
1984,NL,Slugging Average,Philadelphia,0.407
1984,NL,Stolen Bases,St. Louis,220.0
1984,NL,Triples,Houston,67.0
1985,NL,Base on Balls,St. Louis,586.0
1985,NL,Batting Average,St. Louis,0.264
1985,NL,Doubles,Houston,261.0
1985,NL,Hits,San Diego,1457.0
1985,NL,Home Runs,Chicago,150.0
1985,NL,On Base Percentage,St. Louis,0.338
1985,NL,Runs,St. Louis,747.0
1985,NL,Slugging Average,Chicago,0.39
1985,NL,Stolen Bases,St. Louis,314.0
1985,NL,Triples,St. Louis,59.0
1986,NL,Base on Balls,New York,631.0
1986,NL,Batting Average,New York,0.263
1986,NL,Doubles,Pittsburgh,273.0
1986,NL,Hits,New York,1462.0
1986,NL,Home Runs,Chicago,155.0
1986,NL,On Base Percentage,New York,0.341
1986,NL,Runs,New York,783.0
1986,NL,Slugging Average,New York,0.401
1986,NL,Stolen Bases,St. Louis,262.0
1986,NL,Triples,Montreal,50.0
1987,NL,Base on Balls,St. Louis,644.0
1987,NL,Batting Average,New York,0.268
1987,NL,Doubles,Montreal,310.0
1987,NL,Hits,New York,1499.0
1987,NL,Home Runs,Chicago,209.0
1987,NL,On Base Percentage,St. Louis,0.343
1987,NL,Runs,New York,823.0
1987,NL,Slugging Average,New York,0.434
1987,NL,Stolen Bases,St. Louis,248.0
1987,NL,Triples,Philadelphia,51.0
1988,NL,Base on Balls,Pittsburgh,553.0
1988,NL,Batting Average,Chicago,0.261
1988,NL,Doubles,Chicago,262.0
1988,NL,Hits,Chicago,1481.0
1988,NL,Home Runs,New York,152.0
1988,NL,On Base Percentage,New York,0.328
1988,NL,Runs,New York,703.0
1988,NL,Slugging Average,New York,0.396
1988,NL,Stolen Bases,St. Louis,234.0
1988,NL,Triples,Montreal,48.0
1989,NL,Base on Balls,Montreal,572.0
1989,NL,Batting Average,Chicago,0.261
1989,NL,Doubles,New York,280.0
1989,NL,Hits,Chicago,1438.0
1989,NL,Home Runs,New York,147.0
1989,NL,On Base Percentage,St. Louis,0.323
1989,NL,Runs,Chicago,702.0
1989,NL,Slugging Average,San Francisco,0.39
1989,NL,Stolen Bases,Montreal,160.0
1989,NL,Triples,Pittsburgh,53.0
1990,NL,Batting Average,Cincinnati,0.265
1990,NL,Doubles,Pittsburgh,288.0
1990,NL,Hits,Chicago,1474.0
1990,NL,Home Runs,New York,172.0
1990,NL,On Base Percentage,Pittsburgh,0.334
1990,NL,Runs,New York,775.0
1990,NL,Slugging Average,New York,0.408
1990,NL,Stolen Bases,Montreal,235.0
1990,NL,Triples,Montreal,43.0
1991,NL,Base on Balls,Pittsburgh,620.0
1991,NL,Batting Average,Pittsburgh,0.263
1991,NL,Doubles,Pittsburgh,259.0
1991,NL,Hits,Pittsburgh,1433.0
1991,NL,Home Runs,Cincinnati,164.0
1991,NL,On Base Percentage,Pittsburgh,0.342
1991,NL,Runs,Pittsburgh,768.0
1991,NL,Slugging Average,Cincinnati,0.403
1991,NL,Stolen Bases,Montreal,221.0
1991,NL,Triples,St. Louis,53.0
1992,NL,Base on Balls,New York,572.0
1992,NL,Batting Average,St. Louis,0.262
1992,NL,Doubles,Cincinnati,281.0
1992,NL,Hits,St. Louis,1464.0
1992,NL,Home Runs,Atlanta,138.0
1992,NL,On Base Percentage,Cincinnati,0.331
1992,NL,Runs,Pittsburgh,693.0
1992,NL,Slugging Average,Atlanta,0.388
1992,NL,Stolen Bases,St. Louis,208.0
1992,NL,Triples,Pittsburgh,54.0
1993,NL,Base on Balls,Philadelphia,665.0
1993,NL,Batting Average,San Francisco,0.276
1993,NL,Doubles,Philadelphia,297.0
1993,NL,Hits,Philadelphia,1555.0
1993,NL,Home Runs,Atlanta,169.0
1993,NL,On Base Percentage,Philadelphia,0.354
1993,NL,Runs,Philadelphia,877.0
1993,NL,Slugging Average,San Francisco,0.427
1993,NL,Stolen Bases,Montreal,228.0
1993,NL,Triples,Colorado,59.0
1994,NL,Base on Balls,St. Louis,434.0
1994,NL,Batting Average,Cincinnati,0.286
1994,NL,Doubles,Houston,252.0
1994,NL,Hits,Cincinnati,1142.0
1994,NL,Home Runs,Atlanta,137.0
1994,NL,On Base Percentage,Cincinnati,0.353
1994,NL,Runs,Cincinnati,609.0
1994,NL,Slugging Average,Cincinnati,0.449
1994,NL,Stolen Bases,Montreal,137.0
1994,NL,Triples,Colorado,39.0
1995,NL,Base on Balls,Houston,566.0
1995,NL,Batting Average,Colorado,0.282
1995,NL,Doubles,Cincinnati,277.0
1995,NL,Hits,Colorado,1406.0
1995,NL,Home Runs,Colorado,200.0
1995,NL,On Base Percentage,Houston,0.356
1995,NL,Runs,Colorado,785.0
1995,NL,Slugging Average,Colorado,0.471
1995,NL,Stolen Bases,Cincinnati,190.0
1995,NL,Triples,Colorado,43.0
1996,NL,Base on Balls,San Francisco,615.0
1996,NL,Batting Average,Colorado,0.287
1996,NL,Doubles,Pittsburgh,319.0
1996,NL,Hits,Colorado,1607.0
1996,NL,Home Runs,Colorado,221.0
1996,NL,On Base Percentage,Colorado,0.357
1996,NL,Runs,Colorado,961.0
1996,NL,Slugging Average,Colorado,0.472
1996,NL,Stolen Bases,Colorado,201.0
1996,NL,Triples,New York,47.0
1997,NL,Base on Balls,Florida,686.0
1997,NL,Batting Average,Colorado,0.288
1997,NL,Doubles,Montreal,339.0
1997,NL,Hits,Colorado,1611.0
1997,NL,Home Runs,Colorado,239.0
1997,NL,On Base Percentage,Colorado,0.359
1997,NL,Runs,Colorado,923.0
1997,NL,Slugging Average,Colorado,0.478
1997,NL,Stolen Bases,Cincinnati,190.0
1997,NL,Triples,Pittsburgh,52.0
1998,NL,Base on Balls,San Francisco,678.0
1998,NL,Batting Average,Colorado,0.291
1998,NL,Doubles,Colorado,333.0
1998,NL,Hits,Colorado,1640.0
1998,NL,Home Runs,St. Louis,223.0
1998,NL,On Base Percentage,Houston,0.359
1998,NL,Runs,Houston,874.0
1998,NL,Slugging Average,Colorado,0.461
1998,NL,Stolen Bases,Pittsburgh,159.0
1998,NL,Triples,Arizona,46.0
1999,NL,Base on Balls,Houston,728.0
1999,NL,Batting Average,Colorado,0.288
1999,NL,Doubles,Montreal,320.0
1999,NL,Hits,Colorado,1644.0
1999,NL,Home Runs,Colorado,223.0
1999,NL,On Base Percentage,New York,0.363
1999,NL,Runs,Arizona,908.0
1999,NL,Slugging Average,Colorado,0.472
1999,NL,Stolen Bases,San Diego,174.0
1999,NL,Triples,Montreal,47.0
2000,NL,Base on Balls,San Francisco,709.0
2000,NL,Batting Average,Colorado,0.294
2000,NL,Doubles,Colorado,320.0
2000,NL,Hits,Colorado,1664.0
2000,NL,Home Runs,Houston,249.0
2000,NL,On Base Percentage,Colorado,0.362
2000,NL,Runs,Colorado,968.0
2000,NL,Slugging Average,Houston,0.477
2000,NL,Stolen Bases,Florida,168.0
2000,NL,Triples,Colorado,53.0
2001,NL,Base on Balls,San Diego,678.0
2001,NL,Batting Average,Colorado,0.292
2001,NL,Doubles,Florida,325.0
2001,NL,Hits,Colorado,1663.0
2001,NL,Home Runs,San Francisco,235.0
2001,NL,On Base Percentage,Colorado,0.354
2001,NL,Runs,Colorado,923.0
2001,NL,Slugging Average,Colorado,0.483
2001,NL,Stolen Bases,Philadelphia,153.0
2001,NL,Triples,Colorado,61.0
2004,NL,Base on Balls,San Francisco,705.0
2004,NL,Batting Average,St. Louis,0.278
2004,NL,Doubles,Colorado,331.0
2004,NL,Hits,St. Louis,1544.0
2004,NL,Home Runs,Chicago,235.0
2004,NL,On Base Percentage,San Francisco,0.357
2004,NL,Runs,San Francisco,855.0
2004,NL,Slugging Average,St. Louis,0.46
2004,NL,Stolen Bases,Milwaukee,138.0
2004,NL,Triples,Pittsburgh,39.0
